"location","source","target"
"msg_0","[color(yellow)]イゴール[color(white)]
ようこそ、ベルベットルームへ。
[wait][clear][end]","[color(yellow)]이고르[color(white)]
어서 오십시오, 저의 벨벳 룸에.
[wait][clear][end]"
"msg_1","[color(yellow)]イゴール[color(white)]
他に御用はありますかな？
[wait][clear][end]","[color(yellow)]이고르[color(white)]
다른 용무가 있으십니까?
[wait][clear][end]"
"msg_2","[color(yellow)]イゴール[color(white)]
会話データ
[wait][clear][end]","[color(yellow)]이고르[color(white)]
대화 데이터
[wait][clear][end]"
"msg_3","[color(yellow)]イゴール[color(white)]
別れメッセージ[wait][clear][end]","[color(yellow)]이고르[color(white)]
작별 메시지[wait][clear][end]"
"msg_4","[color(yellow)]悪魔絵師[color(white)]
タロットは心の雛形だ。心が人の運命を回す。
さて、何か描いて欲しいのかな？[wait][clear][end]","[color(yellow)]악마화가[color(white)]
타로는 마음의 모형이다. 마음은 인간의 운명을 돌리지.
자, 무엇을 그려줄까?[wait][clear][end]"
"msg_5","[color(yellow)]悪魔絵師[color(white)]
会話データ
[wait][clear][end]","[color(yellow)]악마화가[color(white)]
대화 데이터
[wait][clear][end]"
"msg_6","[color(yellow)]悪魔絵師[color(white)]
別れメッセージ[wait][clear][end]","[color(yellow)]악마화가[color(white)]
작별 메시지[wait][clear][end]"
"msg_7","どの説明を読みますか？
[end_choice][clear][end]","어떤 설명을 읽으시겠습니까?
[end_choice][clear][end]"
"msg_7_Choice1","召喚","소환"
"msg_7_Choice2","入れ替え・帰還","교체・귀환"
"msg_7_Choice3","[if_all(VBIT_MUTATION_ON)]変異","[if_all(VBIT_MUTATION_ON)]변이"
"msg_7_Choice4","やめる","그만둔다"
"msg_8","作成中です
[wait][clear][end]","작성 중입니다
[wait][clear][end]"
"msg_9","作成中です
[wait][clear][end]","작성 중입니다
[wait][clear][end]"
"msg_10","作成中です
[wait][clear][end]","작성 중입니다
[wait][clear][end]"
"msg_11","どの説明を読みますか？
[end_choice][clear][end]","어떤 설명을 읽으시겠습니까?
[end_choice][clear][end]"
"msg_11_Choice1","依頼","의뢰"
"msg_11_Choice2","フリータロット","프리 타로"
"msg_11_Choice3","やめる","그만둔다"
"msg_12","作成中です
[wait][clear][end]","작성 중입니다
[wait][clear][end]"
"msg_13","作成中です
[wait][clear][end]","작성 중입니다
[wait][clear][end]"
"msg_14","作成中です
[wait][clear][end]","작성 중입니다
[wait][clear][end]"
"msg_15","ＢＩＴのＯＮ、ＯＦＦを行います。
[end_choice][clear][end]","ＢＩＴ의 ＯＮ, ＯＦＦ를 합니다.
[end_choice][clear][end]"
"msg_15_Choice1","噂全聞き","소문 전부 듣기"
"msg_15_Choice2","噂、少し聞き","소문 조금 듣기"
"msg_15_Choice3","尋ね人表示","찾는 사람 표시"
"msg_15_Choice4","お金沢山","돈 잔뜩"
"msg_15_Choice5","やめる","그만둔다"
"msg_16","会話データ
[wait][clear][end]","대화 데이터
[wait][clear][end]"
